,title,source,year,month,day
467,游视拆分直播电竞业务 聚力传媒拟收购龙珠直播100%股权,中国网,2016,11,16
468,OKCoin币行比特币 区块链技术解决电竞行业失信问题,FX168,2016,11,11
469,南极电商超50%净利率存疑：阿里京东竞折腰,中国经济网,2016,10,26
470,南极电商超50%净利率存疑：阿里京东竞折腰,中国经济网,2016,10,26
471,CCGA颁奖盛典聚集电竞大咖,北京商报,2016,10,24
472,金利科技拟逾18亿收购微屏软件 布局电竞+VR,齐鲁晚报,2016,10,20
473,兰州电竞馆开馆：VR体验、网游产业热度攀升(图),中国新闻网,2016,10,08
474,阿里体育与巨人网络宣布达成移动电竞战略合作,新浪科技,2016,09,08
475,设立电竞专业，欠考虑还是“钱”考虑,北京商报,2016,09,08
476,万家文化的二次问询透露电竞行业秘密：主播分成差异大,界面,2016,09,06
477,还记得曾经的联众世界吗？ 如今进军体育电竞：不买战队，不养主播,证券时报网,2016,09,03
478,万家文化拟收购电竞企业 上交所二次询问标的公司详情,一财网,2016,09,01
479,S2总决赛将战 WCA构建电竞体育化生态圈,中国新闻网,2016,08,26
480,万家文化拟收购电竞企业 上交所二次询问标的公司详情,一财网,2016,09,01
481,S2总决赛将战 WCA构建电竞体育化生态圈,中国新闻网,2016,08,26
482,电竞产业狂飙突进 资本加速布局(股),证券时报网,2016,08,18
483,联盟电竞欧洲首发声：宣布成立分公司,新浪港股,2016,08,18
484,联盟电竞注资Esports Arena 联众出击北美意在全球,证券日报,2016,08,15
485,联众旗下联盟电竞注资北美电竞公司Esports Arena,中国证券网,2016,08,12
486,首届电竞奥运会将举行 上市公司积极入场,中国证券报-中证网,2016,08,12
487,万家文化并购重组：牵手明星赵薇进军电竞,新浪财经,2016,08,09
488,中国游戏直播市场规模将超2亿 电竞业尚处烧钱阶段,中国新闻网,2016,08,02
489,中国游戏直播市场规模将超2亿 电竞产业尚处于烧钱阶段,扬子晚报,2016,08,02
490,中国游戏直播市场规模将超2亿 电竞业尚处烧钱阶段,中国新闻网,2016,08,02
491,中国游戏直播市场规模将超2亿 电竞产业尚处于烧钱阶段,扬子晚报,2016,08,02
492,激活大众电竞市场的活力,经济日报,2016,08,01
493,英雄体育完成6.4亿元融资 成移动电竞市场的领先者 ,每日经济新闻,2016,07,29
494,国行版Xbox one S有望年底面市 发力影游联动、电竞、视频,一财网,2016,07,28
495,阿里体育欲洗牌电竞生态圈 将邀10000家网吧加盟电竞馆,中国新闻网,2016,07,27
496,与IeSF结盟，阿里体育构建电竞生态圈,国际金融报,2016,07,27
497,大众电竞亿万蓝海待挖掘 盛天网络“快乐电竞”抢先布局,证券时报网,2016,07,26
498,独家牵手IeSF 阿里体育构建电竞生态圈,证券时报网,2016,07,26
499,独家牵手IeSF 阿里体育构建电竞生态圈,中国证券网,2016,07,26
500,万家文化近8亿收购两电竞公司 加速“泛娱乐”产业布局,证券时报网,2016,07,22
501,万家文化拟7.8亿收购两公司 加速电竞领域布局,中国证券网,2016,07,22
502,电竞火爆的背后 泛娱乐+电子竞技如何布局高校市场？,一财网,2016,07,19
503,蓝游文化“创联赛-全球电竞嘉年华”概念全面升级,中国新闻网,2016,07,18
504,中国数码文化：把周杰伦签进电竞,中国经营报,2016,07,16
505,电竞调研S3：体育总局权威人士谈电竞,新浪港股,2016,07,13
506,明星跨界电竞 风口上电竞直播的新尝试,21世纪经济报道,2016,07,12
507,王思聪再出手 3000万投资蓝游文化布局高校电竞,一财网,2016,07,01
508,中国数码文化携手乐视体育点燃DOTA2电竞之夜,中证网,2016,06,26
509,"投资高校电竞市场，""投胎能手""王思聪进一步加码？",一财网,2016,06,23
510,电竞草根调研S2：第三方顶级赛事难盈利，巨头笼罩成行业阴影,综合,2016,06,21
511,电竞产业风口：有望撬动千亿市场 或将诞生奥运会,每日经济新闻,2016,06,21
512,云集将来跨界打造电竞内容平台 王思聪出任董事长,一财网,2016,06,17
513,王思聪抢占网红电竞直播三大风口 超越父亲只是时间问题,中国企业家,2016,06,13
514,全国大学生电竞联赛湖北赛区将在汉“开战”,荆楚网-楚天金报,2016,06,12
515,2016全国电竞公开赛12月举办 总奖金高达110万元,证券时报网,2016,06,03
516,中国数码文化就电竞直播订战略合作协议,大智慧阿思达克通讯社,2016,06,03
517,雷柏科技：传统业务向电竞外设转型 推荐评级,中证网,2016,06,01
518,雷柏科技:传统业务向电竞外设转型 无人机、机器人领域异军突起,中证网,2016,06,01
519,电竞线下调研S1:网咖与电竞互不匹配 产业仍需资本催熟 ,新浪港股,2016,05,27
520,“创新秀”试水渠道价值 电竞市场或赢新未来,中国新闻网,2016,05,25
521,乐视体育冠名WCA布局电竞市场,北京商报,2016,05,25
522,乐视体育冠名WCA进军电竞行业,21世纪经济报道,2016,05,21
523,资本抢滩电竞产业 乐视体育凑热闹布局电竞教育 ,新浪财经,2016,05,21
524,赛事同质化 电竞产业混战抢地盘,中国经营报,2016,05,21
525,新文化:布局电竞产业 泛娱乐布局持续多元化,中证网,2016,05,20
526,新文化投资5000万元布局电竞产业,证券时报网,2016,05,18
527,新文化：投资5000万元布局电竞产业,中证网,2016,05,18
528,利好叠加机构详解电竞版图 6只个股上涨空间有望超50%,证券日报,2016,05,17
529,电竞入门必学三招,北京商报,2016,05,17
530,体育总局筹办首届电竞嘉年华 概念股活跃,中国证券网,2016,05,16
531,体育总局筹办首届电竞嘉年华,上海证券报,2016,05,16
532,[路演]雷柏科技:电竞系列占国内过半销售额,全景网络,2016,05,11
533,雏鹰农牧:短期内电竞业务效益不会很明显,全景网络,2016,05,03
534,完美世界总裁张云帆： 电竞比赛正申请入奥，中国市场前景可观,21世纪经济报道,2016,04,27
535,研究报告：今年全球电竞产业营收将近5亿美元,证券时报网,2016,04,25
536,研究报告显示今年全球电竞产业营收将近5亿美元,中国证券网,2016,04,25
537,电竞业差距大：王思聪投的英雄互娱营收过亿 雨神电竞扭亏为盈,新浪财经,2016,04,23
538,1919＆酒仙网：酒类电商的竞合江湖,中国经营报,2016,04,23
539,发展电竞产业 雏鹰农牧挑战“猪周期”,证券时报,2016,04,20
540,雏鹰农牧集团股份有限公司关于投资设立电竞产业投资基金的进展公告,中国证券报-中证网,2016,04,19
541,国家级电竞大赛开幕 4股有望率先受益,证券时报,2016,04,18
542,国家级移动电竞大赛今日开战 政策红利助资本掘金80亿市场,每日经济新闻,2016,04,18
543,游戏概念股走强 移动电竞大赛成催化剂,证券时报,2016,04,14
544,全国移动电竞大赛下周一正式启动 概念股,新浪财经,2016,04,14
545,移动电竞体育正式“入场” 最好的时代来了吗？,东方网,2016,04,07
546,移动电竞体育正式“入场”,上海证券报,2016,04,07
547,博瑞传播拟参设项目公司涉足电竞行业,中国证券网,2016,04,06
548,雏鹰农牧：电竞布局有望加速 增持评级,中证网,2016,04,05
549,电竞 龙头应该在港股,综合,2016,04,05
550,雏鹰农牧：电竞布局有望加速 增持评级,中证网,2016,04,05
551,电竞 龙头应该在港股,综合,2016,04,05
552,[传闻求证]京东方A推电竞显示器？,全景网络,2016,04,05
553,机构看好7大行业 关注无人驾驶、电竞等,证券时报网,2016,03,31
554,启动首个原创赛事 阿里体育“热身”电竞产业,上海证券报,2016,03,31
555,启动首个原创赛事 阿里体育“热身”电竞产业,上海证券报,2016,03,31
556,二手车C2C电商融资竞速：“极品飞车”谁接盘？,21世纪经济报道,2016,03,30
557,雏鹰农牧牵手WE三大创始人 设电竞产业基金,每日经济新闻,2016,03,30
558,【一般推荐】通信宋嘉吉/王胜：迅游科技（300467）移动电竞与VR崛起，网游加速迎新起点——迅游科技公司更新报告,新浪财经,2016,03,29
559,雏鹰农牧一季度预计扭亏 斥资5亿参设电竞产业投资基金,证券时报网,2016,03,29
560,英雄互娱：坚持移动电竞商业化体育化运营,经济观察网,2016,03,29
561,复牌前日“高唱”电竞转型 金亚科技难掩投资者索赔声音,一财网,2016,03,29
562,国泰君安:移动电竞再掀青春热浪 市场非常广阔,全景网络,2016,03,29
563,【重点推荐】策略乔永远/戴康：移动电竞主题再掀青春热浪,新浪财经,2016,03,28
564,电竞行业加速发展 行业现蓝海机会(股),中国证券网,2016,03,28
565,传媒行业:总局推进移动电竞 继续看好VR内容,全景网络,2016,03,25
566,银川借力赛事发展电竞奥运经济,经济日报,2016,03,25
567,联众牵头成立“联盟电竞” 打响中国电竞全球攻略战,中国新闻网,2016,03,24
568,掌趣科技联手多家巨头打造“联盟电竞”,中国新闻网,2016,03,24
569,“联盟电竞”成立 体育化运作能“拯救”传统电竞？,一财网,2016,03,24
570,联众国际发起联盟电竞 将建十几个全球电竞馆,新浪科技,2016,03,24
571,官方首开移动电竞大赛，撬动百亿新风口,21世纪经济报道,2016,03,22
572,“电竞股”九九互娱登陆新三板 多高管曾是职业玩家,21世纪经济报道,2016,03,21
573,体育总局首推移动电竞大赛 会捕鱼也能进国家队,每日经济新闻,2016,03,21
574,移动电竞等风来,北京商报,2016,03,21
575,体育总局：电竞市场达270亿或开竞猜,21世纪经济报道,2016,03,19
576,深赛格涨停 拟携手网鱼科技涉足电竞领域 ,新浪财经,2016,03,15
577,深赛格拟联手“网鱼网咖”品牌涉足电竞业务,中国证券网,2016,03,14
578,WCA 2016开启电竞培训,北京商报,2016,03,14
579,营收增长13倍 中国第一村推出新三板电竞第一股！ ,新浪财经,2016,03,11
580,金亚科技参股子公司与IeSF共建电竞学院,证券时报网,2016,03,10
581,电竞创业公司抱团对抗巨头,北京商报,2016,03,04
582,DOTA2玩上新三板 电竞股耀宇文化亮相,每日经济新闻,2016,03,01
583,[互动]盛天网络:电竞是未来发展重点之一,全景网络,2016,02,23
584,中国数码文化进军电竞行业 1000万股权绑定周杰伦,中国经济网,2016,02,19
585,中国数码文化进军电竞行业 绑定周杰伦“赚大了”,证券日报,2016,02,19
586,周杰伦与数码文化成立电竞公司,北京商报,2016,02,18
587,中国数码文化拟与周杰伦在电竞领域合作,中国证券网,2016,02,17
588,[互动]中青宝:电竞平台和电竞赛事在计划中,全景网络,2016,02,17
589,周杰伦进军港股 与中国数码文化成立电竞公司,新浪港股,2016,02,17
590,[互动]中青宝:电竞平台和电竞赛事在计划中,全景网络,2016,02,17
591,周杰伦进军港股 与中国数码文化成立电竞公司,新浪港股,2016,02,17
592,快讯：中国数码文化高开1.2% 计划与周杰伦成立电竞公司,新浪港股,2016,02,17
593,周杰伦进军港股 电竞概念股将诞生,港股那点事,2016,02,17
594,基金挖掘结构性行情强势股 电竞行业关注度高,上海证券报,2016,02,17
595,文化部牵头成立电竞分会 概念股值得关注,证券时报网,2016,02,05
596,电竞热催熟伪潮牌,北京商报,2016,01,27
597,资本瞄上电竞市场创业公司,北京商报,2016,01,21
598,“年轻人”产业链受关注 苏宁进军电竞领域,中国经营报,2016,01,09
599,暴雪加码赛事电商入局电竞压力锐增,北京商报,2016,01,08
600,暴雪加码赛事电商入局电竞压力锐增,北京商报,2016,01,08
601,电商入局 电竞被迫加速,北京商报,2016,01,06
602,匹克牵手TCL涉足体育电竞市场,北京商报,2015,12,29
603,苏宁加码布局体育产业 进军电竞市场,中证网,2015,12,28
604,苏宁“青春战略”挺进创业、电竞行业,四川在线-华西都市报,2015,12,28
605,苏宁打造创业生态圈 进军电竞、体育等领域,每日经济新闻,2015,12,28
606,地方政府助力 WCA掘金千亿电竞市场,21世纪经济报道,2015,12,23
607,家电行业:黑电产业竞合、白电龙头价值待重估、关注转型个股,全景网络,2015,12,22
608,盛大游戏借壳A股获地方政府支持 或成银川打造游戏电竞产业名片,证券日报,2015,12,21
609,移动电竞产业跑马圈地加速英雄互娱联手王思聪搭电竞平台,证券日报,2015,12,21
610, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
611,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
612, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
613,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
614,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
615,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
616,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
617,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
618,亚运“电竞首金”背后：从被误解到千亿市场,新京报,2018,08,28
619,2018年亚运会电竞表演项目《英雄联盟》决赛，中国队3-1战,新浪财经,2018,08,29
620,王思聪谈进电竞圈初衷：想帮选手改善生活,参考消息网,2015,12,08
621,2015年电竞市场产值或超500亿 缺乏核心竞争力遭诟病,新京报,2015,11,29
622,移动电竞虚假繁荣：目前难以谈盈利问题,国际金融报,2015,11,23
623,万家文化:旗下电竞公司与优酷土豆达成战略合作,中证网,2015,11,19
624,万家文化牵手优酷土豆 开展电竞与游戏文化IP合作,证券时报网,2015,11,19
625,万家文化旗下电竞公司与优酷土豆达成战略合作,中国证券网,2015,11,19
626,深扒国民老公的电竞事业:主播年薪千万不是事儿,金羊网-新快报,2015,11,16
627,浙江万好万家文化股份有限公司关于旗下万好万家电竞公司签订战略合作协议公告,上海证券报,2015,11,03
628,万好万家与永乐票务合作电竞传媒等业务,证券时报网,2015,11,02
629,[公司]万好万家电竞子公司与春秋永乐合作,全景网络,2015,11,02
630,万好万家与永乐票务合作电竞传媒等业务,证券时报网,2015,11,02
631,[公司]万好万家电竞子公司与春秋永乐合作,全景网络,2015,11,02
632,万好万家牵手永乐票务合作电竞传媒等业务,中国证券网,2015,11,02
633,电竞直播平台鏖战在即,《法人》,2015,10,27
634,移动电竞行业两大阵营抗礼 手游产品稀缺价格高,第一财经日报,2015,10,26
635,移动电竞：蓝海还是苦海,第一财经日报,2015,10,26
636,王思聪身价从5亿变40亿：要做电竞娱乐国民老板,界面,2015,10,19
637,浙江万好万家实业股份有限公司关于旗下万好万家电竞公司签署战略合作协议的公告,上海证券报,2015,10,17
638,新三板里的游戏电竞公司:从王思聪的新三板情缘说起,全景网络,2015,10,09
639,万好万家布局电竞产业 催生亚文化传媒第一股,财经网,2015,09,28
640,浙江万好万家实业股份有限公司关于成立合资公司投资电竞产业的公告,上海证券报,2015,09,26
641,万好万家460万合资设立电竞传媒公司,证券时报网,2015,09,25
642,[公司]万好万家拟投460万合设电竞传媒公司,全景网络,2015,09,25
643,王思聪又投英雄互娱 欲建立电竞帝国？,第一财经日报,2015,09,15
644,电竞行业“复活”：俱乐部从30家增至千家,每日经济新闻,2015,09,08
645,顶级大赛奖金高达1800万美元 电竞产业链崛起揭秘,每日经济新闻,2015,09,08
646,王思聪助推顶级电竞主播年薪千万,每日经济新闻,2015,09,08
647,王思聪也看好的电竞：TI5总奖金达1837万美元,每日经济新闻网,2015,08,09
648,电竞馆现身长沙欲救网吧业 价格比网吧贵十倍,三湘都市报,2015,08,06
649,中手游肖健：强势进军移动电竞,新浪财经,2015,07,30
650,资本为何竞相押注农业电商,经济观察报,2015,07,26
651,资本蜂拥布局电竞产业 千亿市场争夺战打响在即,中国产经新闻报,2015,07,17
652,钢铁电商巨头首聚共商发展大计 行业开启竞合模式,大智慧阿思达克通讯社,2015,07,13
653,银川：“反梯度”战略催生电竞之都,经济日报,2015,07,13
654,[传闻求证]浙报传媒涉足电竞手游？,全景网络,2015,07,09
655,上能电力百日竞速新电改售电业务第一枪,经济观察报,2015,06,28
656,10亿元产业基金落户 银川电竞行业“非典型”崛起,21世纪经济报道,2015,05,26
657,中手游或分步回归A股 主攻移动电竞,一财网,2015,05,20
658,打游戏不如做主播 电竞解说收入超2000万,第一财经日报,2015,05,15
659,电竞结盟互联网流量大户：优酷造星 淘宝卖货,第一财经日报,2015,05,13
660,打游戏不如做主播 电竞解说收入超2000万,第一财经日报,2015,05,15
661,电竞结盟互联网流量大户：优酷造星 淘宝卖货,第一财经日报,2015,05,13
662,雏鹰农牧：互联网与电竞战略打开市值空间 买入评级,中证网,2015,05,12
663,[公司]金亚科技孙公司与淘宝合作电竞业务,全景网络,2015,05,08
664,中手游布局移动电竞 发布新款游戏拳皇,新浪财经,2015,05,07
665,金亚科技入主WCA 打造首个世界级电竞生态链,国际在线,2015,05,05
666,中手游肖健解读行业新风向：电竞手游强势崛起,新浪财经,2015,04,29
667,中手游杜鑫歆：移动电竞市场今年集中爆发,中国证券网,2015,04,24
668,游戏催生电竞主播新职业 你能拿千万年薪吗,重庆商报,2015,04,16
669,电竞解说的台前幕后,国际金融报,2015,04,13
670,传媒行业:电竞、彩票纷纷利好 影视内容后劲强大,全景网络,2015,04,07
671,金亚科技：游戏全产业链布局 电竞行业龙头,中证网,2015,04,07
672,选手变身主播：电竞平台要走视频网站的老路？,第一财经日报,2015,03,30
673,电竞解说员如何做到收入千万：能源富二代进入,第一财经日报,2015,03,26
674,电竞解说员如何做到收入千万,第一财经日报,2015,03,26
675,移动电竞时代到来 有望挑战腾讯,第一财经日报,2015,01,06
676,浙报传媒:打造电竞及智慧服务产业 坚定转型的传媒龙头,中证网,2014,12,31
677,浙报传媒:培植体育新业务 发力电竞新时代,中证网,2014,12,29
678,WCA精彩落幕 空中网开启国际化电竞之路,美通社,2014,10,06
679,科冕木业：WCA电竞大赛催生游戏第一股,证券时报网,2014,09,18
680,资本吹涨电竞直播泡沫,第一财经日报,2014,08,27
681,产业链初成电竞商业化需过两道坎,第一财经日报,2014,08,13
682,电商物流竞速战一触即发 资金实力成最大考验,中国新闻网,2014,08,12
683,电商物流竞速战一触即发 资金实力成最大考验,证券日报,2014,08,12
684,资本涌入电竞行业第二春来了？,第一财经日报,2014,08,06
685,空中网张颖楠：端游机会在创新电竞化是趋势,新浪财经,2014,08,05
686,盘点网络新兴职业：电竞夺世界冠军可在北京买房,一财网,2014,07,24
687,汽车电商大热 产业竞合趋势渐显,经济观察报,2013,12,06
688,AMD四核APU 助力中国电竞队出征,新闻晚报,2013,08,02
689,国泰君安：浙报传媒 电竞与手游双驱动,证券时报网,2013,07,03
690,国泰君安：浙报传媒 电竞与手游双驱动,证券时报网,2013,07,03
691,浙报传媒：转型坚决 电竞与手游双驱动,全景网,2013,07,02
692,SKL中韩对抗赛总决赛开幕 17173智造电竞文化,北京青年报,2013,06,21
693,SKL中韩对抗赛总决赛开幕 17173智造电竞文化,北京青年报,2013,06,21
694,竞速用户体验 电商逐鹿物流领域(图),天津网-每日新报,2013,01,03
695,电竞网游，已成行业新增长点,扬子晚报,2012,12,17
696,杭州：“电商”“快递”如影随形竞增长,中国网,2012,09,06
697,电商应从竞争走向竞合,大众网-大众日报,2012,08,17
698,电商应从“竞争”走向“竞合”,中国网,2012,08,16
699,仪电电子3138万竞得广电晶新100%股权,时报快讯-证券时报网,2012,07,06
700,电商竞开店中店　 品牌消费渐成网购主流,通信信息报,2012,04,12
701,陈年：物竞天择并非电商冬天,《新领军》杂志,2012,03,19
702,南海发展股份有限公司关于竞得佛山市南海绿电再生能源有限公司30%股权的提示性公告,证券时报网,2012,01,20
703,南海发展竞得绿电能源30%股权,中国证券网-上海证券报,2012,01,20
704,中电控股考虑竞投澳电力资产,新浪财经,2010,09,29
705,体育总局信息中心主任赵黎:中国要成为电竞强国,中国网,2010,07,28
706,电竞行业虚假的繁荣　选手零工资俱乐部零收益,红网-潇湘晨报,2009,11,18
707,全球600电竞精英相聚成都　巅峰对决WCG,商务部网站,2009,11,12
708,城电退出竞投新加坡宽网建造财团,新浪财经,2008,08,20
709,城电组财团竞投建新加坡宽频网络,财华社,2008,03,25
710,竞得华意压缩控股权 长虹欲做大白电业务,每日经济新闻,2007,12,25
711,WCG独领电竞风骚三星实现多方共赢,每日经济新闻,2007,10,17
712,淡马锡叫卖旗下电企 多家中资公司或竞投,中国证券网-上海证券报,2007,10,16
713,电竞总决赛,京华时报,2007,07,28
714,数百名电竞高手参加“电竞奥运会”,每日经济新闻,2007,05,21
715,GOC把快乐电竞进行到底,北京娱乐信报,2007,01,31
716,电竞上演终极PK GOC全国总决赛火爆京城,北京娱乐信报,2007,01,29
717,联想国际电竞比赛落幕 韩中选手各夺冠军,新华网,2006,12,13
718,联想擂响电竞总决赛（图）,华夏时报,2006,12,10
719,三星超越游戏携WCG建电竞生态圈,沈阳网-沈阳今报,2006,08,22
720,休闲类比赛将成电竞主角,北京娱乐信报,2006,08,04
721,[暑促进行时]联想电竞携“超人”锋行全国,金羊网-民营经济报,2006,07,31
722,成都掀起全球电竞风暴,四川新闻网-成都商报,2006,07,12
723,联想斥千万推电竞大赛 海内外全面开始“娱乐营销”,北京娱乐信报,2006,06,08
724,电竞大赛,京华时报,2006,05,13
725,电竞联赛牵动网吧开采“新矿”,四川在线-华西都市报,2006,04,27
726,网吧利润率减半 联盟电竞求出路,四川新闻网-成都商报,2006,04,26
727,电竞产业抢滩华南高校,金羊网-民营经济报,2005,12,08
728,电竞国家队挑战赛将鸣锣,扬子晚报,2005,09,20
729,高盛报告指出和电研究竞投大马3G牌,财华社,2005,08,05
730,电竞运动,人民网-市场报,2005,08,03
731,2005电竞运动会揭幕（电子竞技）,人民网-市场报,2005,06,03
732,联想携手ＧａｍｅＳｐｏｔ举办电竞大赛,北京晨报,2005,01,19
733,联想锋行电竞挑战赛昨日开战,北京晨报,2004,11,11
734,电竞精英大赛“猎人”夺冠,四川新闻网-成都商报,2004,09,18
735, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
736,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
737, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
738,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
739,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
740,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
741,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
742,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
743,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
744,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
745, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
746,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
747, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
748,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
749,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
750,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
751,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
752,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
753,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
754,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
755, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
756,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
757, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
758,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
759,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
760,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
761,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
762,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
763,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
764,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
765, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
766,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
767, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
768,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
769,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
770,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
771,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
772,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
773,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
774,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
775, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
776,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
777, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
778,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
779,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
780,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
781,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
782,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
783,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
784,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
785, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
786,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
787, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
788,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
789,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
790,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
791,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
792,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
793,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
794,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
795, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
796,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
797, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
798,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
799,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
800,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
801,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
802,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
803,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
804,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
805, QG电竞俱乐部完成近亿元A轮融资 ,新浪财经,2018,09,27
806,亚运会夺冠会给电竞教育带来多少利好,新浪财经-自媒体综合,2018,09,13
807, 【Research and Markets：电竞市场在2,新浪财经,2018,09,11
808,多路资本涌入880亿电竞市场 中国电竞等待斯特恩,每日经济新闻,2018,09,11
809,虎牙宣布运营《守望先锋联赛》战队 布局全球电竞,环球网,2018,09,08
810,电竞馆的贴地飞行：从两月回本 到办卡跑路,娱乐资本论,2018,09,07
811,奥委会主席表态 电竞产业布局生变,新浪财经-自媒体综合,2018,09,04
812,奥委会主席表态 电竞产业将迎调整风口,北京商报,2018,09,03
813,9家房企争夺！中国电建9.8亿竞得大杨石65.51亩居住用地,乐居财经,2018,09,03
814,巴赫：电竞不移除暴力元素就不允许入奥,新京报,2018,09,03
